iso3,female,year,median,score
SDN,1,2005,219.81240437434332,0
SDN,1,2010,222.49557737461137,0
SDN,1,2015,205.11556306375948,0
SDN,1,2018,208.1822372079333,0
SYR,1,1990,195.5439441702103,0
SYR,1,1995,212.9481076743067,0
SYR,1,2000,220.60522371248788,0
SYR,1,2005,245.2335991775331,0
SYR,1,2010,240.74138697469232,0
SYR,1,2015,251.27771016037303,0
SYR,1,2018,255.2612439018025,0
TUN,1,1990,210.1416150058846,0
TUN,1,1995,222.18684141925928,0
TUN,1,2000,247.36994145528286,0
TUN,1,2005,272.0736703753894,0
TUN,1,2010,344.51619172454014,1
TUN,1,2015,375.66490509385807,1
TUN,1,2018,343.3582512207924,1
YEM,1,1990,197.401127397611,0
YEM,1,1995,182.61423860814608,0
YEM,1,2000,183.06282119949822,0
YEM,1,2005,170.9169202205718,0
YEM,1,2010,197.38274098507958,0
YEM,1,2015,153.7719430303345,0
YEM,1,2018,176.4640262541017,0
