food_item,year,consumption,emission
Total_processed_meats,2018,22.5314826312815,308.6813120485565
Unprocessed_red_meats,1990,30.6252095850015,526.2194705816538
Unprocessed_red_meats,1995,30.2303135333852,519.4341458758897
Unprocessed_red_meats,2000,33.0530195421187,567.9354584106076
Unprocessed_red_meats,2005,40.2636391396089,691.8323550710392
Unprocessed_red_meats,2010,39.1112291408449,672.0310022750867
Unprocessed_red_meats,2015,31.0324004459747,533.2160515745867
Unprocessed_red_meats,2018,29.4185721875957,505.4863523091222
whole_grains,1990,14.0096408323876,9.516048535399277
whole_grains,1995,19.006997625426,12.910503137070611
whole_grains,2000,19.4087567588948,13.183398028479294
whole_grains,2005,19.429495826793,13.197485040349145
whole_grains,2010,22.7083772573597,15.424665252061578
whole_grains,2015,22.871347241651,15.535362613891444
whole_grains,2018,23.9129545679012,16.24287439024689
Yoghurt,1990,50.9626997239663,184.4284044040644
Yoghurt,1995,48.835998460904,176.73210647018087
Yoghurt,2000,52.0995324516221,188.5424769938507
Yoghurt,2005,50.3218010030329,182.1090624318657
Yoghurt,2010,57.0453115746787,206.440707604489
Yoghurt,2015,53.0199558795393,191.873388132906
Yoghurt,2018,53.15394871294,192.35829345777145
